[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
4.724352;1.9567553;30.174421;24.871119;1.7745705;13.652156;28.053612;32.34152;44.44718;0.8245788;0.7435673;0.0;0
13.991759;4.829159;17.126907;11.442716;3.2238052;37.603283;35.167713;30.701372;24.64696;4.9533386;0.7405589;0.0;0
13.893566;3.4963763;35.661808;19.871534;1.9148352;26.208975;18.12419;38.70385;9.935425;4.6745644;0.9710543;0.0;0
11.013782;4.2484097;39.09346;9.579841;1.9679248;9.355304;25.354168;34.25139;17.610106;4.797541;0.8486624;0.0;0
18.731678;2.7489378;39.02208;41.767323;3.641365;20.410337;40.006268;41.90552;18.47559;1.0433075;0.93852466;0.0;0
8.015577;1.2712947;13.83826;6.438479;3.0505543;25.960464;43.860077;2.3825552;29.200546;1.006089;0.9474781;0.0;0
16.799328;3.5931113;32.868397;43.739624;2.6400495;49.80085;6.203205;21.799421;20.359715;1.0772905;0.91300243;0.0;0
1.9652184;2.552783;7.8307385;2.772894;4.442952;24.277939;1.3507034;4.507822;41.004837;7.4723215;0.95466226;0.0;0
14.926706;0.96655947;25.023272;15.330592;0.62975687;7.9863644;18.992798;20.558258;31.5123;6.213845;0.6311363;0.0;0
19.774725;2.1209064;0.63014835;7.4243927;2.401861;27.983776;19.850422;28.260874;12.980161;1.7964102;0.5592273;0.0;0
17.008665;3.210717;10.082544;34.420643;1.271427;11.400522;38.779854;29.891855;20.403004;4.594413;0.59675515;0.0;0
11.803462;3.7031262;31.770838;25.859926;0.28035846;44.038498;0.9255628;46.27603;36.300728;9.457914;0.9852508;0.0;0
12.721938;1.2917819;43.780895;46.99731;4.897265;41.786373;38.31816;46.125244;12.491189;1.1568235;1.073638;0.0;0
7.3891463;4.392387;2.9269009;18.625948;3.6967316;6.8680325;27.048159;15.834436;5.035875;2.2969408;1.0620967;0.0;0
13.749962;1.9598005;28.148363;2.51708;1.159309;29.624577;35.04236;35.1039;35.701687;4.2013383;0.5077018;0.0;0
15.52271;1.4285699;32.020363;38.20212;2.0719278;34.977108;25.7083;35.779015;20.62955;2.7411032;1.0970429;0.0;0
19.965456;1.0560883;46.653355;29.185282;1.2075188;12.957392;39.640884;47.879025;6.651794;2.0060534;1.031918;0.0;0
10.103027;4.0404396;32.92962;41.458046;3.455791;31.50557;22.134935;4.6547437;24.233738;9.746676;0.61930966;0.0;0
1.6954293;1.8354064;5.6001186;21.593859;1.8171906;23.403086;17.619123;31.049002;28.235538;7.7811303;0.83444107;0.0;0
12.11923;2.4686553;7.76384;37.039967;4.6073265;24.362896;32.007694;20.659546;1.7749884;7.427152;1.0907668;0.0;0
2.820971;1.1918172;31.970324;8.967752;1.1170206;27.788883;22.500025;17.692747;39.660446;9.356907;0.78259593;0.0;0
5.272918;3.4618464;11.173174;49.976566;1.8141483;28.721804;15.5196085;31.065958;24.829796;2.27692;1.0720651;0.0;0
6.911208;3.9270637;46.451122;9.095525;4.665891;35.635002;45.720547;14.337081;1.764697;8.952416;0.82628715;0.0;0
14.755082;1.7631837;46.074017;41.57513;4.4349356;22.89518;36.302044;2.2753954;43.15842;9.835406;0.70661795;0.0;0
4.0842586;4.730889;47.458466;11.015689;1.5365337;36.270462;10.245433;39.000736;29.47021;6.0700107;0.5963175;0.0;0
3.7321825;0.24999198;15.001154;39.234146;2.4670365;24.55381;37.135246;4.7964807;48.180996;9.080745;0.56244546;0.0;0
1.3768027;0.7514212;35.98902;43.131996;4.4301543;33.309414;12.993643;16.745813;14.420303;8.253156;0.9240114;0.0;0
17.52818;2.9850564;33.319187;43.893726;3.3861094;13.523941;21.848028;29.948832;20.924158;3.5199077;0.6965467;0.0;0
14.0233555;3.5368936;2.2623873;24.048063;3.2226706;27.31422;11.262391;31.37493;33.315426;3.6572647;0.7446395;0.0;0
1.278956;1.3283466;13.645472;21.726242;3.336737;23.66579;6.1082435;33.48012;45.742085;6.9202433;1.0623251;0.0;0
1.0517;2.8149483;10.734953;41.77266;4.6128078;15.458716;20.25365;49.727924;39.6627;5.7452955;0.61990803;0.0;0
11.394149;1.6600926;18.855026;29.184717;2.634152;3.584444;27.976528;20.368662;32.329453;4.156944;0.723965;0.0;0
6.009421;2.8150373;47.67616;31.253202;0.99072134;25.754475;15.455024;7.3059745;39.87811;0.9470021;1.045739;0.0;0
12.136164;3.3307056;42.35728;12.185323;2.4163463;0.9828755;4.2126484;7.3284793;5.1946864;0.7180102;1.064357;0.0;0
8.974781;4.8667593;15.024517;22.584772;3.6715527;19.796598;12.857047;25.757307;36.346874;1.4308852;0.9816509;0.0;0
18.504595;2.3329146;26.73656;18.78772;2.5114582;18.847418;12.660041;19.495104;29.142092;4.3393564;0.7298871;0.0;0
6.1122756;3.2762587;10.017173;33.43342;1.6349874;31.870787;29.742235;45.701603;14.075504;0.76039404;0.575275;0.0;0
13.743335;2.9323924;14.232983;10.225923;3.3650165;49.37773;14.466359;25.791124;12.308184;1.9076316;0.9736458;0.0;0
1.554059;1.656019;3.717661;20.58472;2.3061259;42.971058;26.921906;22.871725;14.769367;9.696698;1.0034229;0.0;0
19.13928;1.3400142;32.30902;42.512238;4.817819;48.766647;23.781813;43.18667;6.5822005;4.7804956;0.92890656;0.0;0
19.624771;4.9405665;33.01758;27.54906;1.8254887;47.571384;13.6847105;39.907364;14.026117;9.365886;0.70243484;0.0;0
14.911955;1.1135765;42.00583;44.854176;3.615686;4.1685805;37.19025;35.837006;4.02702;2.3046172;0.8914556;0.0;0
9.571643;3.9723487;43.641815;12.010109;2.8198528;14.456395;33.545765;26.60405;33.800575;3.9060175;0.9213632;0.0;0
4.789872;0.8182782;8.42294;22.275215;0.4800674;15.200885;34.17351;12.11627;25.858603;6.8764973;1.0324583;0.0;0
16.344069;4.0413213;37.280525;25.270603;2.4018137;4.015517;21.962269;28.58999;6.82021;9.903784;0.5834924;0.0;0
14.858905;1.0100694;7.168028;20.328087;0.24290234;42.409203;16.171518;6.230376;35.011173;7.148493;0.658295;0.0;0
4.8281035;4.8390675;18.998894;34.38243;3.9701753;44.8188;29.741678;27.072214;9.311577;9.070965;0.74221915;0.0;0
9.298698;3.4613395;26.01906;7.8616304;3.6991975;30.446213;47.97497;42.646336;24.996843;0.9666394;0.98699015;0.0;0
9.524579;0.54157937;2.9487607;26.21032;0.347508;44.60405;21.98103;25.99314;46.04524;3.386326;1.0362208;0.0;0
16.615005;3.496568;8.259804;7.369231;2.548504;35.861275;33.431526;3.889576;38.165497;8.886536;0.6670483;0.0;0
13.834971;3.0577416;13.920247;31.645275;4.8115435;22.30742;22.396309;2.0502377;29.414854;5.47055;0.80248636;0.0;0
13.041767;1.7539766;6.8133454;41.597282;1.49473;7.9182878;46.663784;43.094196;29.453503;2.113716;0.8646274;0.0;0
13.171635;1.3776064;46.737766;1.4898539;4.531086;47.945583;13.603476;11.602032;3.6775303;2.1131234;0.59928066;0.0;0
5.7741666;3.6219277;14.7718;23.118343;0.840354;34.767796;23.190798;26.5221;21.637014;7.7072287;0.9754253;0.0;0
7.7483697;3.7326708;25.307997;24.888828;0.13235202;18.032103;24.935787;38.951054;15.702527;2.0006075;0.7825409;0.0;0
1.3904146;1.7033087;49.828445;36.152584;2.6995547;6.865713;36.568073;13.033948;23.994469;5.227867;1.0368075;0.0;0
15.845352;4.3935127;28.548813;4.1986365;1.2722923;40.049004;36.20479;37.003586;47.595497;2.2222593;0.8290072;0.0;0
8.943465;1.4172534;20.869041;20.598028;4.4081984;40.19974;37.102375;4.226981;39.432583;2.4787023;0.9998377;0.0;0
9.045648;0.4423357;46.524723;39.38132;3.4022179;27.378954;36.78054;37.55636;30.69385;4.274201;0.52945364;0.0;0
5.284447;3.0393524;11.5136385;26.841156;3.4657626;49.997875;23.753035;3.6675026;35.38214;1.6217977;0.76331615;0.0;0
4.583832;0.6246458;9.385286;37.617386;3.399074;19.627806;8.200442;14.218409;36.66468;6.763635;0.75148416;0.0;0
11.962527;1.4556539;27.000536;18.518484;3.4268925;47.132214;43.586685;13.206859;23.09047;2.078157;0.6163626;0.0;0
5.034784;2.5852134;21.651436;46.044342;3.7608628;31.697973;16.579243;44.625042;43.384686;7.64413;0.83698255;0.0;0
1.7520726;1.5031621;39.95081;4.3285904;3.3824494;36.952908;5.9607444;26.95676;31.056644;5.4524283;0.9503015;0.0;0
15.466394;1.1534821;2.579497;5.012638;4.1879487;45.895313;6.8747077;42.232243;37.032677;3.7916994;0.7959898;0.0;0
7.841154;3.5456085;31.077429;26.660051;2.8347986;41.641994;24.990559;29.322842;1.0469122;6.3352933;0.9991731;0.0;0
7.9145937;2.7802968;35.67862;23.80578;1.8183722;14.789062;21.58373;40.441803;27.126915;4.372407;0.67578775;0.0;0
8.9107065;4.21483;48.60988;32.10414;2.387551;43.42812;33.34457;27.791418;18.527134;1.2837235;0.67901146;0.0;0
16.393373;2.948074;7.7152786;11.838279;2.2571516;27.215582;30.787344;22.77072;3.2424638;3.436507;0.6000975;0.0;0
6.7563195;2.4688914;12.689039;11.6884;1.729281;2.7190282;5.816892;33.069866;32.483604;5.484385;0.9704814;0.0;0
15.281706;1.3801562;46.65594;37.580925;2.1357937;33.85399;15.189063;14.679221;46.473633;1.4903485;0.5887976;0.0;0
18.821125;3.9811227;31.716127;14.942377;1.986435;25.235033;44.864613;45.97749;36.771408;7.457327;0.5898602;0.0;0
13.3869295;1.0646679;2.3834271;36.500942;0.6445874;27.062878;38.45079;45.452766;4.454615;3.8863277;0.5042168;0.0;0
8.917781;1.2869192;4.328528;32.214996;4.1697063;20.870504;43.59179;4.1002774;3.30619;2.445487;0.73296094;0.0;0
15.0819;4.223784;39.379307;4.624694;3.806682;3.6722186;1.5883874;45.881;17.579092;0.57648647;0.7621422;0.0;0
9.428999;3.7318435;28.589987;35.700916;1.7539397;9.420561;45.64839;9.502316;12.308116;1.3068309;0.7706692;0.0;0
8.581332;3.10308;28.488066;44.03601;4.731147;37.944504;43.123363;34.223015;1.8648196;2.7541625;0.95970196;0.0;0
10.743022;0.2907106;44.05335;40.92399;4.7518764;12.094324;22.887718;41.243668;2.4835656;3.9862063;0.74881786;0.0;0
6.6955857;0.7235623;12.434347;0.93866235;4.2979264;31.572472;33.84261;12.44131;17.584751;1.956434;0.5025568;0.0;0
2.532879;2.5497916;8.441334;27.215837;0.24392691;27.322083;13.963684;6.0764384;7.1101704;5.677346;0.865668;0.0;0
8.589614;3.7570608;30.883394;45.710194;1.9189682;11.459226;33.100117;37.930847;10.135984;2.3467464;0.6027376;0.0;0
2.9152093;2.3740942;44.179943;30.13692;2.340949;14.38828;40.039177;22.400229;43.541176;9.569306;0.5150213;0.0;0
8.503609;0.18473582;13.629907;14.8711405;3.6217098;19.486597;24.436016;24.59083;49.687057;5.865592;0.9664243;0.0;0
11.360208;1.002923;34.22407;10.12996;3.2105803;44.069225;1.8995384;38.212128;40.32667;8.067911;0.64750075;0.0;0
18.648869;2.9849567;8.042762;34.404903;3.424055;47.094658;21.109097;13.0629015;12.021959;4.5073137;0.95317394;0.0;0
1.2063354;3.5016637;9.00948;38.67707;3.8593457;19.644396;36.38652;5.3090153;9.204172;2.4463742;0.8850347;0.0;0
12.618439;0.26379874;45.12475;45.672947;4.7473335;2.7844727;35.33593;47.908115;29.134546;4.770776;1.0299866;0.0;0
9.425837;0.3123256;6.3392673;45.33297;2.802391;30.244469;24.572021;35.13313;39.303658;4.4170346;0.7148953;0.0;0
0.895092;1.3804196;1.7051041;17.294369;4.529808;21.170002;49.2926;32.780663;33.04343;6.4247556;0.89004636;0.0;0
5.3661895;0.5091583;38.85955;30.391909;4.0926127;24.869608;6.2937703;16.980639;40.285713;9.150891;0.8409344;0.0;0
2.8104625;2.7555366;18.444223;5.5252;1.7558289;22.376547;8.335265;49.78745;24.606358;2.7536325;0.9696733;0.0;0
4.7274857;0.7061397;20.134598;5.175896;4.086985;32.90139;13.287204;11.515935;49.394516;1.4172062;0.6976012;0.0;0
5.85412;3.2762747;40.09295;4.037694;0.67499185;15.569786;40.275475;9.315893;39.44997;7.2953315;0.8596937;0.0;0
8.325474;3.908404;9.406821;46.39364;0.8779222;44.685253;38.259506;16.255054;3.021599;0.5037278;0.8245241;0.0;0
10.816268;4.8555317;32.691185;8.045405;4.9626546;21.351843;38.751713;37.07825;18.520716;8.048724;0.5261504;0.0;0
0.5193049;4.7471943;16.019651;24.375147;2.2005742;17.412241;44.041332;12.232013;28.201235;7.414936;0.52040315;0.0;0
3.6564524;1.4394892;5.6612887;21.937082;2.3570282;46.185776;22.424086;15.981693;11.597786;8.345142;1.0418019;0.0;0
2.3245444;0.24410705;34.531055;16.57617;4.7600513;18.228073;16.269361;26.71655;20.46587;1.36093;0.8844573;0.0;0
11.218632;1.7141199;16.273874;27.117668;1.8730149;4.6121135;30.218914;32.67235;31.66573;2.4352424;0.86787695;0.0;0
6.91696;3.5715525;43.396904;0.6381491;1.2611363;8.189136;20.78865;7.886198;27.832314;5.7406874;0.94586056;0.0;0
11.193756;0.39302593;45.992264;19.317392;0.48132652;35.8576;26.43011;32.90464;43.14177;3.6093333;0.5093935;0.0;0
4.8255544;1.862592;42.52806;24.227531;2.660837;28.335114;7.4407573;19.362232;13.494309;8.535395;0.6392459;0.0;0
0.9724724;1.5603693;16.456411;40.26357;1.0784768;26.963549;20.120934;17.634684;46.096592;4.854205;0.8900751;0.0;0
18.856655;1.1747936;12.21084;35.19769;0.41754958;4.5585594;23.895386;4.411392;16.446146;4.5801086;0.9310324;0.0;0
2.6120083;3.5600407;44.69363;42.56321;4.08404;8.621772;4.8283014;48.711082;46.05959;2.2551434;0.87777025;0.0;0
2.9737456;3.3295753;22.920876;19.126762;1.7101249;20.112616;49.727516;34.809467;12.790215;5.839246;0.74660903;0.0;0
3.3576632;2.723921;35.533115;7.4748235;2.9390118;22.676281;2.3704033;5.4441204;25.62338;3.786507;0.8533214;0.0;0
19.634892;4.5627956;41.44463;20.352295;0.61276364;19.140818;46.01602;18.628721;46.64588;4.780043;0.9199347;0.0;0
12.544374;0.60538036;14.245489;48.17145;2.577355;25.38584;4.469809;4.4633617;14.236182;3.077299;0.7438372;0.0;0
12.400654;0.8334772;6.395323;11.109216;3.1960166;36.810646;43.035233;27.30584;42.51324;6.2840786;0.838397;0.0;0
19.740616;1.9789034;31.428965;9.150391;2.3043318;31.967365;27.637968;35.157246;25.31093;8.4615965;0.54739106;0.0;0
2.224556;3.313822;29.714518;47.244694;1.7536609;30.758629;10.218576;3.29933;21.279865;0.6952761;0.60173225;0.0;0
19.502768;2.9619884;13.874904;47.521194;1.6236796;28.110052;11.950755;46.14733;33.352608;2.6937041;0.9635445;0.0;0
4.478256;0.46280918;29.442984;7.887224;0.63598037;10.44595;17.904613;19.01969;10.3282795;6.934806;0.72800285;0.0;0
12.649895;4.7962813;39.622684;38.587917;0.6668869;30.429506;39.804127;12.122265;33.112083;7.2130733;0.96682197;0.0;0
8.691629;1.5948176;17.825544;21.772253;2.528911;8.343576;7.7837377;6.927873;9.243005;3.2956195;0.9045711;0.0;0
7.9870605;1.8589658;12.494727;24.864677;0.78026336;35.789284;12.490456;7.7085333;35.68789;3.218736;0.7175647;0.0;0
18.659245;3.155786;36.38756;25.185062;1.1949091;22.888231;34.787556;42.56493;30.727161;7.594714;0.9625112;0.0;0
3.4099407;4.731311;39.400665;48.43439;0.9076066;29.2823;30.89257;24.262465;7.4230537;5.804411;0.57581496;0.0;0
19.942846;3.3471723;47.737328;9.640725;4.032173;43.208332;21.330816;40.023216;5.4838614;4.195005;0.5963533;0.0;0
7.8929386;4.7783895;7.805498;38.766655;2.3036137;18.968315;3.4965434;11.740366;30.563986;1.0265337;0.745492;0.0;0
13.151111;1.0191965;44.518574;0.78086835;2.8076887;5.4382424;28.14569;16.238659;6.513549;6.703675;0.89347965;0.0;0
19.374182;3.1321688;38.37239;31.6162;2.9564948;44.624153;11.846453;20.92443;31.442148;3.2829669;0.6786587;0.0;0
1.6232204;4.1615067;35.244045;32.80756;2.042286;18.566698;30.798965;22.998648;49.951572;5.98238;0.69393396;0.0;0
18.495855;2.59422;15.996155;37.808456;1.5623121;20.622915;14.088537;5.3351254;6.5873065;7.3626313;1.0170308;0.0;0
11.572322;1.874651;1.598551;46.335136;1.973983;15.153162;49.026382;2.7276304;23.953638;4.901096;1.0399318;0.0;0
14.235739;4.925317;25.623749;37.81484;2.7206337;21.29839;29.734402;49.796833;46.25797;2.90611;1.0475223;0.0;0
3.4090915;0.79083794;14.645584;36.741127;1.8570286;26.288054;28.779625;33.493877;46.88656;2.5344472;0.51318747;0.0;0
10.901055;2.1135547;14.846141;13.062482;0.769418;42.243908;41.920036;3.2110956;1.980598;7.196736;0.97904575;0.0;0
13.633517;4.3795314;46.39336;49.645565;4.577066;36.147934;49.661655;38.741974;40.496384;8.969654;0.9570888;0.0;0
9.396823;4.512356;8.07196;23.686235;3.6887906;25.907406;39.069016;18.375141;12.308018;9.809761;0.65488803;0.0;0
3.522211;4.9038725;46.744503;21.16378;0.4247223;38.310417;29.897827;39.92479;37.455135;8.1310625;0.63597864;0.0;0
5.260322;4.4357533;25.438433;25.34294;4.5379295;42.46568;43.244476;47.5152;18.072655;6.2256937;0.5209138;0.0;0
17.16066;0.34968942;41.994823;20.005795;0.9352794;3.378355;9.469849;1.8153739;11.632004;8.711091;0.9932413;0.0;0
1.1721843;4.6558557;14.537585;29.88506;0.5788779;29.815327;38.329353;48.23249;23.800726;4.2017665;0.86451733;0.0;0
14.32281;2.1980193;31.879072;17.806417;0.9487628;2.6417737;34.154995;8.705161;9.207974;8.880781;0.50950533;0.0;0
19.988106;3.292934;28.051126;12.37727;4.671866;15.751718;28.380928;15.213012;21.497675;4.587267;0.6351556;0.0;0
0.6459184;2.0319517;46.24622;46.43575;1.1843419;38.239605;43.40443;31.533794;20.043545;6.155709;0.9984638;0.0;0
3.6403909;4.0869737;9.375272;46.42751;3.9562604;39.668625;35.62803;35.93846;48.161674;2.1142733;0.8612726;0.0;0
13.645814;2.9220045;10.626209;25.064148;3.2508874;44.249447;35.978306;8.926452;27.335112;5.223389;1.0134697;0.0;0
1.6698213;4.243169;47.47374;48.126293;2.6392932;25.162777;45.532204;7.2728944;35.00497;3.7441874;0.5880233;0.0;0
12.000905;1.0494802;5.349249;21.078;1.8914088;4.6648073;35.120895;14.6840315;9.159484;3.981802;1.0715567;0.0;0
13.838002;1.0064172;31.916782;19.675255;0.5553771;6.775869;13.143484;16.617167;49.866455;6.1827464;0.62445986;0.0;0
11.968854;2.2578464;3.4979236;45.886852;3.5822084;12.593319;9.589448;16.251995;25.135193;8.877878;0.68211085;0.0;0
7.621102;0.12328257;4.311045;31.829391;2.0344293;18.923044;25.903242;8.979935;4.223926;8.346524;1.0556505;0.0;0
14.097005;3.4949794;30.058863;38.24461;2.721432;26.56476;12.128152;48.554977;30.659649;3.815152;0.6877442;0.0;0
12.088741;1.5506632;27.792715;20.93082;0.3536329;32.4739;35.131973;40.004566;16.248241;7.471499;0.8571176;0.0;0
4.548925;2.8307667;28.864798;20.646582;3.9020953;8.543923;42.214123;49.01102;15.049655;5.7024255;0.7064574;0.0;0
11.481143;0.44301745;23.945778;4.6235332;3.4921305;9.853943;14.944893;5.631056;16.19242;3.8088477;0.9438112;0.0;0
17.697191;0.93615735;37.246788;48.35382;2.6935718;9.062996;45.716984;4.241106;22.795626;9.126549;0.6868321;0.0;0
13.503249;3.15201;49.61333;11.783969;2.5319064;37.869385;37.47173;27.03074;14.712708;2.0319633;0.7647714;0.0;0
9.699934;1.5977468;14.151172;24.966219;1.7514508;15.453348;49.412975;30.91616;39.044544;8.148921;0.55026543;0.0;0
6.77089;1.1521375;16.510263;6.173208;1.7777791;8.752215;10.335863;31.940275;9.358482;2.5161867;1.0525651;0.0;0
2.174781;1.2213478;16.490952;32.524204;0.435483;21.853098;23.34658;5.1162243;7.5259943;8.978306;1.0436182;0.0;0
5.270229;1.1526148;38.281815;19.848335;3.4648967;12.752062;32.19524;42.267895;5.6713715;7.3527126;0.98251873;0.0;0
0.7181417;3.1519697;17.726767;38.499264;0.32036746;18.780304;38.26442;24.740824;20.812855;4.916957;1.0238566;0.0;0
19.739206;0.92168695;33.998486;26.654743;0.10695202;41.288692;45.640667;18.722878;6.0873303;1.2345389;0.8616444;0.0;0
4.8384037;1.8772612;22.571434;6.909226;0.2518078;17.027884;44.617867;25.469685;1.7403966;2.2115843;0.55127794;0.0;0
16.390081;3.4706457;30.58633;1.0316552;1.0968926;9.15554;12.188035;2.502777;15.073067;2.0671136;0.54235476;0.0;0
3.7885752;2.6169882;41.536263;11.01621;2.893959;12.006408;21.412321;11.146291;49.011475;7.73478;0.97164816;0.0;0
6.0302224;3.0266762;25.945906;36.355152;3.43768;2.2006855;36.05609;49.925255;1.0403969;6.40913;0.8102499;0.0;0
8.656407;1.3294442;24.021074;41.511448;2.161618;45.105904;7.049555;27.851677;3.6614957;2.5673723;0.6662026;0.0;0
6.8259106;4.670303;13.715241;17.396084;2.1023297;34.9999;47.98858;4.387775;29.365194;3.9928901;0.52247995;0.0;0
16.06784;2.1280084;26.037277;27.028292;2.926251;23.436369;37.474163;14.995352;25.145006;3.4386494;1.0904266;0.0;0
19.175022;1.5061233;13.489408;12.380658;3.024455;28.262808;41.52767;9.64635;5.6634297;6.6986623;0.5580174;0.0;0
17.568243;4.5311985;42.256725;44.08194;4.240488;13.077503;45.418495;46.27268;44.78888;3.6386929;0.7185589;0.0;0
3.4947684;3.310919;19.74877;48.277752;4.113532;20.48256;9.308618;40.407413;33.884365;7.8017263;0.9081202;0.0;0
15.64543;3.1083348;6.8908277;37.77053;4.135278;16.331863;21.395483;27.571726;24.98689;7.1021886;0.87385863;0.0;0
3.3849647;4.4449997;12.378392;4.899893;4.236447;41.3149;32.757652;47.613194;27.41473;2.804743;0.5758269;0.0;0
18.310932;0.3868474;26.961782;22.13737;4.4111695;37.299557;41.211826;18.957039;39.910534;3.576363;0.87227154;0.0;0
10.598632;4.2046294;45.85623;49.530033;2.8210523;14.552084;37.03122;43.315903;5.354968;5.719879;0.70184076;0.0;0
7.059431;3.4215355;15.377794;11.854549;3.016319;38.231266;6.5157895;23.64333;46.691765;9.124672;0.6023631;0.0;0
3.5619972;1.8639647;13.587117;33.688347;3.6634073;5.149714;32.460762;42.507282;6.0754113;1.5590849;0.87024266;0.0;0
0.73027724;1.3561215;20.624712;46.958893;1.075137;10.527194;15.055657;45.08407;23.198126;3.9066062;1.0402689;0.0;0
5.334966;0.61354893;48.403847;38.773567;1.8662591;5.7657747;20.621641;23.41674;12.755315;6.1921806;0.95091397;0.0;0
18.323391;4.7112637;42.338375;30.638578;4.5719995;12.293193;49.71438;9.3110695;33.428013;3.5831873;0.59748185;0.0;0
16.046614;0.7953693;7.9085636;25.581905;2.661536;11.696597;8.274262;10.022506;42.071583;3.2507474;0.60447073;0.0;0
19.410976;1.3712488;30.880787;46.47631;0.35375932;45.07745;5.6668363;14.798717;31.025244;4.603495;0.7815991;0.0;0
2.4648497;3.4864252;39.697277;20.0393;2.0872428;16.705782;20.752634;11.535591;11.586904;2.329823;0.5126781;0.0;0
12.047485;3.579747;38.51651;45.112816;0.8878671;18.08329;43.274338;19.718555;39.079254;6.232661;0.512447;0.0;0
5.5144343;0.88776666;24.697851;21.83712;1.8458056;5.437656;8.529309;25.580715;47.16176;8.844031;0.6511479;0.0;0
11.087363;4.0892425;36.725655;37.94898;2.7703822;3.7661312;4.457665;4.812124;8.468898;9.152189;0.5640206;0.0;0
6.7488704;2.6004076;29.387537;45.82784;2.5751684;11.359684;21.233023;45.52734;13.048779;4.978433;0.8280308;0.0;0
6.0275784;4.2574377;10.471527;27.756824;2.5032983;7.1600337;31.798754;0.62037575;26.7151;3.2877297;0.5260638;0.0;0
11.689983;0.5276984;3.274655;15.839052;0.18986084;17.558193;8.157279;7.345372;37.118736;4.1327667;0.6461179;0.0;0
4.074704;0.309867;18.790234;3.0238426;2.281014;9.709196;40.32715;0.91630864;6.785825;2.669379;0.53492206;0.0;0
9.648102;3.221253;3.5659807;40.55837;0.24192245;9.319481;42.372837;49.33315;3.007216;6.186193;0.8182775;0.0;0
13.190839;0.8351166;20.053164;31.289492;2.0838177;32.553066;26.368498;20.827188;28.56446;1.7798144;0.71156985;0.0;0
2.9995503;2.6722503;41.52951;13.52076;3.2702997;47.134243;2.007961;10.203272;39.96271;3.5226657;0.5498175;0.0;0
18.646587;0.16913292;42.29256;43.931877;0.7169318;1.117843;26.047064;6.3742414;15.2326355;2.1206236;0.71261966;0.0;0
10.361631;3.9216533;2.186659;46.054985;4.5921865;35.425026;11.102021;18.835388;29.35774;2.4500766;0.5003892;0.0;0
16.480795;4.507698;3.9420056;44.414722;3.1895063;33.130283;22.581802;48.807007;40.270855;6.8788295;0.9952723;0.0;0
13.251156;4.2105255;33.65842;30.275135;1.1662333;29.460196;38.106995;27.661894;1.9266963;9.931027;0.7182365;0.0;0
14.345018;4.795929;25.249935;48.84079;2.0310295;34.768757;3.1937337;18.033768;17.140121;6.9164786;0.899538;0.0;0
14.464553;4.5251694;7.8932405;43.80288;0.5748456;25.680626;0.50752544;18.544771;15.50826;2.819023;0.9252581;0.0;0
17.564447;2.2756882;40.373714;5.66089;0.20811011;46.382427;7.1057296;6.3081594;36.29136;4.3727484;0.83294964;0.0;0
12.465306;2.051906;11.21656;49.064747;4.5877213;8.332132;2.7457814;26.091858;33.47784;6.4654765;0.85330576;0.0;0
5.9252343;4.4913;4.368388;27.665915;3.408402;23.940798;13.390794;21.497515;41.42696;8.740212;0.75717187;0.0;0
2.440438;4.642;37.600605;46.04178;3.920266;32.8254;20.511269;36.578133;27.657888;7.2853928;0.74446857;0.0;0
12.321887;4.866896;30.602236;38.1369;3.148647;45.480587;39.09557;10.001409;11.780556;1.8810551;0.6835705;0.0;0
1.7938796;3.8647544;20.024916;32.55455;4.543151;24.62806;2.0011978;7.298209;21.938635;6.2372766;0.5427425;0.0;0
5.205222;1.0897453;34.789948;16.670282;4.490002;48.861313;17.874012;29.282303;20.104494;2.373175;0.70967925;0.0;0
1.6837901;4.730275;45.613342;1.8379861;0.3849769;32.995903;46.50748;37.22937;33.55353;4.056106;0.7775094;0.0;0
11.203308;4.740993;2.192031;14.198444;1.0284029;35.11102;29.030819;25.126263;47.719193;9.665801;0.5802399;0.0;0
3.6265934;3.3640437;31.570131;34.448105;2.0393705;41.00126;41.42479;39.606636;23.156303;8.974774;1.044826;0.0;0
12.402943;4.3006735;11.299281;43.22419;1.7713388;36.828957;24.433949;42.13378;32.122765;2.9393458;0.5050274;0.0;0
15.92187;2.8497643;23.96982;0.6161566;2.6753054;26.370033;5.3133907;45.87317;9.295898;7.4211426;0.6342705;0.0;0
16.526674;4.726222;21.487066;10.794702;1.4060059;38.744545;9.753486;19.219864;28.93254;3.6304338;0.90788555;0.0;0
6.5360985;0.56028837;19.803993;33.816853;4.00755;2.2687812;38.025074;45.265087;36.55645;0.5746531;0.9940819;0.0;0
11.204614;4.333422;9.9226265;14.539938;0.13671985;46.67198;43.273323;35.598167;38.3054;8.576102;0.7842471;0.0;0
11.47871;0.3719678;40.23117;7.5142913;3.978414;41.24592;23.64332;31.433167;48.69446;8.313684;0.8531655;0.0;0
9.7213;1.7616246;19.286268;4.5558367;2.0275145;32.064228;24.876602;27.911827;49.384384;3.294518;0.66380113;0.0;0
13.274721;0.7630957;44.416214;32.075012;0.12516154;3.9033463;22.781054;1.4761264;26.015352;7.834884;1.0726012;0.0;0
4.5966988;2.447762;18.05608;29.94556;4.250615;15.09873;1.408974;28.236359;43.09957;0.7991296;0.8864986;0.0;0
19.595243;1.2380061;42.06581;43.001373;2.289097;13.054595;5.2277374;39.060066;36.987804;5.627948;0.57887965;0.0;0
