[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[m];
223.41501;712.5312;407.2271;86.55068;1.2857144;1.3762007;0.013331889;1.3944263;1.4044125;43.997387;107.58284;490.7069;23.16136;1.9331695;1.1365087;1.9268832;1.0664654;1.017284;1.0850025;0.0;0
277.20035;883.133;556.07434;82.09386;8.422907;0.3220126;1.8903967;0.9002433;1.0358028;422.1957;910.2056;636.821;89.7341;0.50966436;0.08538487;1.9304057;0.04565036;0.2595848;0.8840822;0.0;0
601.8016;649.8531;311.46313;74.50121;3.9115188;0.91820085;0.27423957;1.7161936;0.8773717;870.0928;74.56169;617.5405;30.61162;8.301373;0.057514872;1.9681585;0.54194826;1.7799242;0.9533355;0.0;0
447.48206;240.70883;942.04626;0.84019923;5.822426;1.12845;1.6695429;1.307539;1.5943503;631.3862;937.9033;498.7439;17.773369;8.050314;1.8087307;0.6879359;0.09053487;1.2050108;1.2488579;0.0;0
252.03108;548.668;595.4337;86.58403;8.572147;0.10891003;0.6652629;0.34938106;0.7700703;597.1344;645.0324;664.83875;36.785816;7.4733477;0.5797863;1.7085516;0.5959856;0.2837725;0.93123734;0.0;0
883.98126;758.37805;961.595;39.71026;7.7370377;0.45527542;1.1404434;0.82785606;1.0932522;231.57538;788.6334;30.79715;71.07582;5.481056;1.609163;0.693262;1.4626533;0.9697829;1.0023847;0.0;0
380.18262;939.96967;356.5059;73.19061;1.9903973;1.8386025;1.6730932;1.3571285;0.073231936;600.1173;227.78471;330.30603;41.485138;5.166698;1.0374458;0.21086833;1.2580297;0.083761334;1.0067112;0.0;0
451.5714;165.03009;12.266642;72.71918;6.1889286;1.7611632;0.10981474;1.7172654;0.68543816;188.60724;611.4406;576.7198;76.534424;5.498963;0.15977016;0.86803204;0.33733228;0.16165093;0.8475586;0.0;0
415.60406;136.22212;783.4529;17.83435;4.9623537;0.6517414;1.3633155;0.7081049;0.48143762;347.61282;117.708954;313.15683;68.2321;7.7291822;0.13485675;1.6062002;0.2513272;0.38046098;0.99778193;0.0;0
190.12352;418.8141;829.10504;51.587944;2.60892;1.7372744;0.3056789;1.3422936;1.772642;588.6444;662.0793;942.1498;35.62691;6.609943;0.13344295;0.058628753;0.2449057;0.85798;0.860605;0.0;0
734.3107;134.35506;68.11636;92.62548;0.41817045;1.2687784;1.4356279;0.35544974;0.0518948;54.929028;604.35675;963.99725;87.527626;1.4504421;1.0098137;0.88765204;1.7005342;1.63747;0.80385345;0.0;0
453.9737;980.62463;629.11554;26.378557;6.301615;1.9634281;0.32980096;1.8103783;1.4030904;318.29926;825.6546;377.6551;7.481275;3.4865549;0.67394006;1.2097023;0.57656294;1.3461256;1.1540211;0.0;0
26.09454;430.0613;664.4077;71.53128;7.8007507;1.9327757;0.053667895;1.1545879;1.5148357;97.638725;648.46436;239.2142;73.54309;6.8366632;1.9561629;1.633029;1.9906182;1.3720374;1.1072754;0.0;0
964.37354;538.2744;154.27654;95.809296;9.417767;1.2377062;0.3193219;1.5395144;0.67167753;172.31186;971.8125;231.99998;50.831715;5.5149074;0.22393772;0.50630945;1.1140239;0.16073729;0.88513565;0.0;0
817.60596;234.81691;556.9993;36.127056;3.5562878;0.94100046;1.2552181;0.79973435;0.5216253;358.625;495.4285;449.5298;32.12255;9.31576;0.79956275;0.22836784;1.9976473;0.4055385;0.8172992;0.0;0
726.3237;454.63486;250.76689;38.824604;3.9981794;0.2931388;1.9715964;1.8816769;0.33802104;695.8925;556.38995;957.96;40.927235;2.792235;0.03770613;0.41338736;0.48908055;0.89312947;1.241522;0.0;0
870.40094;984.847;26.287186;45.310993;1.6384263;1.0653979;1.9405428;1.4430126;0.5614372;274.75125;85.09378;244.11497;58.819595;7.225007;1.2315385;1.2283666;1.8982499;1.8773061;1.2083017;0.0;0
907.7392;493.8003;868.242;80.92302;9.846314;0.8026144;1.4939256;0.3157783;1.828741;29.879644;117.16428;337.7678;27.417452;7.1119723;0.19804542;1.2399229;1.8462452;1.2578977;0.9309479;0.0;0
344.1148;18.735687;496.77823;43.984543;8.497375;1.2947577;1.6509151;1.1048692;0.096240625;405.0597;181.76643;563.57526;60.731945;7.558888;1.3646634;0.7263081;0.34982526;0.42788172;1.072445;0.0;0
614.8491;250.10225;783.8821;48.675972;9.576461;0.18808684;1.7491894;0.55078644;0.91886353;228.80875;127.21115;574.1906;53.051365;6.425035;1.4403806;1.0395595;1.972427;0.021299427;0.89366317;0.0;0
612.7197;978.6703;725.6641;22.309517;4.958518;1.6714864;1.061424;1.6683855;0.5361184;780.499;145.93439;665.9369;76.90185;8.881704;1.9722611;0.75227195;0.70658904;0.13941514;0.9379954;0.0;0
274.62668;989.1768;993.7682;98.83567;2.105716;1.9345578;0.46491897;1.5678205;1.3947831;823.7471;267.86658;730.6853;18.020344;7.813267;0.4501166;0.1905721;0.30359787;0.36120212;1.0194402;0.0;0
229.73273;218.38815;443.57388;89.24618;5.7361135;0.4266318;1.3255805;0.994145;0.6744661;674.26166;285.66357;793.4026;35.72174;8.158554;1.3164304;0.18906786;0.73574054;1.2618138;0.88453925;0.0;0
122.76818;619.11145;433.2751;60.065407;3.7271981;1.2692394;0.29176977;0.610834;0.69846296;616.8626;698.61224;496.33517;51.123745;4.4643106;0.61849964;1.0214084;0.17240524;0.29612243;0.7933229;0.0;0
662.72107;86.139244;288.93802;96.05995;3.4851656;1.6058575;1.6663977;1.7068471;0.12600622;733.3184;491.56882;80.437485;72.778114;0.706911;0.6158162;1.8600135;1.198785;0.09292608;1.1099852;0.0;0
783.1098;581.66724;628.89575;68.73108;0.8328192;1.1132745;0.83006114;1.7024639;1.8218881;382.22946;927.7784;679.4972;33.66834;5.473447;1.7146753;0.880729;1.2033516;1.1536702;0.8455713;0.0;0
763.34344;134.6615;491.25137;95.91465;0.7407607;1.8715194;0.5403186;1.0154194;1.0479587;654.63605;349.50693;596.619;30.633657;4.8003144;1.7819211;1.0483884;0.6707689;0.3632573;0.90021276;0.0;0
323.1126;820.4749;731.4735;16.237432;3.7941976;1.0286145;1.6884815;1.4373412;0.14728358;425.52988;72.778625;221.94304;89.31332;9.286431;0.54527336;1.6191745;0.6350303;0.4555135;1.2278212;0.0;0
213.20724;940.17926;362.9466;22.623196;9.262724;0.5483893;0.2312731;0.5781463;1.5059303;435.53046;845.7464;855.32935;10.983771;6.7799487;1.200615;1.0946708;0.08151043;1.9318568;1.0513879;0.0;0
459.07803;181.25694;139.5363;88.52973;7.233007;0.94848436;1.9499046;0.7042113;1.562267;790.8441;844.2468;744.0924;72.7518;7.916355;1.4829859;0.118447386;1.3350402;1.6301031;0.86395025;0.0;0
551.34534;468.08505;863.8111;42.045452;7.6079803;0.98085386;1.9013195;1.8886715;0.92766833;793.1667;369.65546;427.68967;80.45226;6.9880867;0.685262;0.7584266;0.5086121;1.6719886;0.892746;0.0;0
919.89624;111.02257;829.7665;37.178654;2.3505638;0.51488584;1.2214882;1.4751909;1.9584652;406.44424;79.70269;969.0913;26.211987;6.3668866;0.3164147;0.05430003;0.9518384;0.07316026;0.8618926;0.0;0
876.07495;345.7486;357.49017;75.4581;7.347951;1.5760361;1.4271333;0.15351985;0.45974016;937.77954;882.0667;680.0304;43.767704;9.137292;1.6346341;1.8400612;1.0174552;1.9416;1.1848549;0.0;0
916.89777;74.44678;693.4482;63.069534;4.069128;1.2393157;0.08392737;0.9208895;1.6899859;546.12585;934.20276;930.6513;52.030907;0.68163013;1.0506873;1.959749;1.5773851;0.9674485;1.1502272;0.0;0
851.75977;271.90106;497.47888;34.47275;0.6033122;0.74703324;0.87979525;0.7975323;1.6943982;492.30148;997.1965;731.41144;77.08181;8.738849;0.56282824;0.45475882;1.2700505;0.18384315;1.0240827;0.0;0
964.93536;990.3214;763.36237;39.84627;3.9541876;0.8490959;1.770387;0.46966863;1.0472407;506.53186;397.13867;713.41394;87.41563;8.041402;0.06488516;1.0941144;1.9416298;0.6362141;0.81449777;0.0;0
470.845;54.157234;396.23105;40.897537;1.3212253;0.7496852;0.03292909;1.9899342;1.0848147;781.57135;135.86006;225.72629;39.328167;9.931654;1.7170699;0.16154648;1.2677944;0.2126154;1.1192853;0.0;0
56.998764;860.37866;540.28284;12.7205;8.538458;0.9013181;0.58833367;0.28022408;0.23343492;967.86676;384.01096;424.9624;34.902325;1.3661702;0.89522314;0.44983873;0.72087073;0.6614902;1.1744344;0.0;0
92.72641;86.678055;67.237946;23.032438;8.404538;1.0609082;0.7141429;0.6353913;0.27509356;693.1564;589.7116;639.5827;35.190613;8.428392;1.113765;0.18433997;1.7408915;0.264008;1.0137941;0.0;0
396.37338;533.707;183.16089;53.799274;2.8818145;0.66854465;1.3534085;1.69895;0.8513406;347.87686;52.83717;829.9732;19.63223;2.449946;0.27694565;0.017850222;1.0366191;0.5076262;0.85554254;0.0;0
265.11023;457.5986;783.94794;78.20453;6.1231036;1.638132;1.4126296;0.2732266;1.8370235;521.6341;281.4727;912.0972;5.65675;0.6274396;0.17457065;1.3098978;0.3834414;0.14465106;1.0972794;0.0;0
178.24118;932.23914;387.74982;41.962925;3.6439595;1.8574506;0.13972734;0.7585164;0.43690497;314.1314;942.5262;90.97516;88.91785;2.5206404;0.7184215;0.8782039;1.1345261;0.5199897;0.9133031;0.0;0
953.67175;207.05936;44.75437;38.396946;1.5507195;1.0503726;0.44285545;1.2720432;0.9552564;657.14;53.743813;717.663;31.26317;1.4986693;0.46595585;1.393635;0.25432372;0.6880035;1.2083075;0.0;0
203.4654;187.8852;175.95993;65.08656;6.497579;1.425612;1.6527396;0.68042254;0.13784558;999.22705;159.43886;273.36914;1.2105064;2.8740945;0.078294955;1.9396759;0.6971214;1.8292631;1.165103;0.0;0
959.78546;751.2269;417.48206;15.809661;7.6034656;1.861773;0.3917173;0.8235532;0.60547477;866.2883;585.2137;712.8454;14.600495;9.150027;0.36048707;1.7926475;0.07071387;0.3863293;0.9531444;0.0;0
763.23047;728.4623;720.73395;38.13696;7.7494802;0.39195964;0.58020234;1.1047257;0.7502904;478.01804;958.1568;324.2359;94.248886;6.5615406;1.3110119;0.08177718;0.16577576;1.6576885;0.7700804;0.0;0
644.5362;702.18994;369.8502;20.89281;1.5007137;0.38754785;0.3328662;1.905847;1.926132;348.76266;940.91455;575.2182;6.2022266;5.714042;0.50930166;0.8237365;0.44483432;1.6372465;1.2239217;0.0;0
679.2588;35.865845;747.7339;65.199455;5.1306596;0.15449595;1.5110896;1.7431047;0.39414838;458.20773;264.94504;531.4923;69.233795;8.721741;1.9320067;1.8716618;1.2477269;1.1265287;1.2272799;0.0;0
338.15958;267.36008;859.48;11.325165;0.24875458;0.88978493;0.06394185;0.23280618;0.21042934;323.07727;617.6219;873.3352;78.110245;8.988789;1.8027145;1.9251188;0.99155974;0.8808536;0.9928187;0.0;0
649.96277;841.4962;347.72525;44.8375;0.9107933;0.66898346;0.61080694;1.1431648;0.116968125;991.7197;965.3601;657.30817;74.846306;9.63575;0.69798756;1.4499589;0.8716295;0.8078685;0.75308394;0.0;0
194.8252;604.84955;802.3718;59.65859;0.819701;1.1254628;1.0693071;1.3100605;1.0488665;209.8896;633.38275;250.54164;33.408722;8.770872;1.5847236;0.5136156;1.1467427;1.8217577;1.1113756;0.0;0
938.32837;606.173;135.61186;83.38418;0.581336;0.9076267;0.021980647;0.65826607;1.0437096;811.6629;229.35175;632.6477;63.99542;8.183339;0.36764318;0.86708176;0.398982;1.9080464;0.8903512;0.0;0
308.77542;302.95743;421.13068;72.48267;3.3443558;0.38848588;1.9084324;0.53575206;0.399741;420.20273;696.7064;644.3938;28.247532;0.3309796;0.9358434;0.57153517;1.3677435;1.4051464;1.1246707;0.0;0
262.63464;267.57135;106.58677;94.29202;3.5832193;0.7884488;1.7398854;1.199489;0.50256085;655.1637;516.1234;370.6751;41.712654;5.5769186;0.863926;0.5151818;1.0929358;1.7288841;0.7645774;0.0;0
714.05115;947.08936;62.00271;68.01985;6.9817247;0.067504704;1.2981594;0.8358065;0.644513;923.6007;498.8409;270.16388;83.118004;3.9285517;1.747179;0.5247687;0.28751615;1.570299;1.0584073;0.0;0
659.8842;730.4777;73.8821;34.984043;3.3054984;1.0793957;0.88387036;1.8110791;0.028805442;596.1661;493.49268;910.5462;60.699635;0.6365189;0.81612957;1.3813099;1.1126496;1.4315077;1.2197012;0.0;0
456.78592;135.59746;113.704506;23.249216;1.412554;0.5494097;0.31906074;0.33547333;1.6359409;620.66174;121.40232;162.40363;46.908337;0.91696626;0.33357072;1.4113204;0.23438028;0.4899235;1.0096833;0.0;0
636.12177;938.3299;837.36865;5.752582;9.469288;0.23359407;1.1117423;0.09175689;1.5478163;45.64804;791.541;150.28896;68.72919;4.2922916;1.4005077;1.1436008;1.3518263;0.8347751;1.2230113;0.0;0
167.89815;586.54645;548.24036;27.831003;8.756009;0.14105515;0.48602387;1.8002365;0.64730537;137.53777;353.48615;593.2482;74.050446;9.456206;1.2844554;1.8817555;0.4595579;0.5053172;1.1108881;0.0;0
676.59503;340.02875;947.9143;13.771184;1.2510153;1.4317533;1.2796545;1.7932885;1.1528535;545.1107;192.90483;315.29578;93.01452;4.5497913;0.6508246;1.5243299;0.10727155;1.5091337;1.0482191;0.0;0
277.9046;403.16806;542.6203;36.985554;3.6341593;0.50220764;0.29971632;0.83937263;0.663078;376.93698;446.44974;509.1871;76.86369;7.732137;1.48615;0.84659606;0.3832104;0.6092592;1.1730548;0.0;0
280.1076;728.15045;632.4242;70.28756;1.6891657;1.321006;1.4370673;1.5102394;0.0633156;613.0467;646.6145;275.09778;47.923534;2.130792;1.2840272;1.6482054;0.97105765;1.4103618;1.2102128;0.0;0
170.55814;382.50992;192.63911;69.2342;9.591523;1.632862;0.6525813;1.6929731;1.1836799;390.40317;557.9073;374.41095;21.881845;2.3684483;0.31759375;0.49223387;1.426099;0.66823685;1.1793759;0.0;0
339.05338;582.95734;545.17523;31.884827;3.5662162;1.0049716;1.0089437;0.5172316;1.4460237;183.2118;820.9073;414.12534;47.095776;8.43045;0.41218245;0.8368135;0.7477689;0.13435261;1.2090834;0.0;0
337.93854;713.39453;391.44952;50.90438;0.99019307;0.2747748;0.33203295;1.3123437;0.674361;798.78955;844.8789;566.4;44.045345;2.9100413;1.3279159;0.11496421;0.7373082;1.7853534;0.7818899;0.0;0
459.6372;203.42125;932.121;21.75548;7.2711716;1.2329502;0.51999086;1.4769284;0.49033;846.6902;624.38214;87.9947;59.94935;6.4949794;1.2043613;1.8308522;0.8843281;0.83570737;0.8562512;0.0;0
198.5153;944.7991;934.58203;50.347374;7.120058;0.15249896;0.9059214;0.72140956;0.5358156;968.35187;556.19006;437.87064;62.582108;0.034793198;0.07935093;0.55918974;1.7342186;0.467779;0.8836065;0.0;0
201.07745;362.61105;206.51363;51.05718;2.4179342;1.6361157;0.92178077;1.8925296;0.7047013;208.71704;571.0634;690.4363;21.76617;0.2893848;0.5189226;0.21464828;1.6031814;1.0751284;1.2300164;0.0;0
546.32117;425.181;623.92957;30.199554;3.2214038;1.525465;1.9995579;1.9346337;0.9404433;318.35233;399.17465;712.0754;80.63189;4.753618;0.19451615;1.5477837;1.8541504;0.27464417;1.2059507;0.0;0
137.58862;701.52924;641.79407;26.020832;4.1560388;0.8101459;0.6774887;0.97858846;1.5122887;287.98734;474.5774;278.21375;41.38825;5.900948;1.948347;1.8902555;1.573339;0.032289878;1.1552908;0.0;0
692.00806;612.69727;566.9097;97.95949;2.684323;0.54549956;0.17791189;0.16123979;0.40602764;930.8096;531.445;548.0349;78.74665;0.7963839;0.97146446;1.679619;0.8960723;0.05830847;1.1485285;0.0;0
944.5076;445.71863;133.08641;53.75864;2.8959882;1.4220134;1.053195;1.8387476;1.4156315;601.43286;802.8624;390.36313;1.6624988;7.879358;1.018628;0.6533722;1.1481457;1.9814162;0.97295034;0.0;0
432.52768;653.2446;657.47516;56.251457;8.017888;1.1387476;0.65043324;1.0507191;1.9294498;923.20807;748.40704;46.451385;77.00344;0.6629909;0.3014887;1.9955163;1.1079106;1.5936121;0.7997507;0.0;0
902.09424;903.80005;801.0944;0.8786296;7.5209875;0.2987334;1.7567755;0.286266;0.36874518;891.42975;203.6254;437.52808;54.974937;6.593117;0.94238245;0.55895275;1.9771318;1.6912184;1.0830138;0.0;0
107.33343;802.28076;351.77377;18.265894;6.9293656;1.5207822;0.42849338;1.4668735;1.0201224;252.83058;978.0488;676.8745;42.37917;6.744962;1.9276525;0.46836242;1.4775878;0.98901564;1.011021;0.0;0
52.52805;826.0164;519.4062;35.726536;6.8708677;0.6746106;1.7127695;1.3774357;0.72893983;433.54663;965.6939;945.97095;14.347913;4.397697;1.7311578;0.40938172;1.0716512;1.0668244;0.95192707;0.0;0
724.1552;265.8243;125.164665;96.60148;5.2236004;1.7887565;1.3305188;0.28831804;1.2049056;419.48666;286.429;121.02111;88.67938;4.6285534;0.9685332;0.039702397;1.2948259;0.3765314;0.93157566;0.0;0
763.4114;425.20932;931.38184;17.60665;3.5157037;1.660642;0.38409904;0.5569623;1.7628845;492.0329;998.86414;433.16473;5.404421;0.03310381;1.762539;1.1661017;1.9166993;1.0010587;0.83070546;0.0;0
844.6277;558.28094;118.442474;30.398642;7.208244;0.5588682;0.81644183;1.72988;1.773822;997.72296;529.85657;941.74445;11.45685;5.3460107;0.8491648;1.4730928;0.38985103;1.1643708;0.9526977;0.0;0
66.249504;53.748913;216.29333;99.016685;1.1725137;0.51795495;0.9899407;1.9394746;0.8916698;182.03583;234.46835;474.7686;84.61671;3.0293922;1.2288407;1.220874;1.8861607;1.6469464;1.2117535;0.0;0
779.138;772.09424;305.49368;48.162754;1.4192944;0.80180013;1.0483801;0.8164516;1.5171267;774.71234;723.2928;894.77637;68.89374;2.2763364;0.770891;1.069971;0.7120081;1.7082487;0.84858567;0.0;0
382.77335;330.2288;827.53235;31.908937;1.2713895;1.6109215;0.8002189;0.27782658;1.0274963;235.34755;57.47623;685.3373;84.40982;1.0880343;1.3645756;1.286487;0.7034134;1.6403128;1.0494379;0.0;0
310.30426;289.7701;703.64935;63.472458;7.3298535;0.2700016;1.1734093;0.7104404;1.5462941;741.9952;690.75934;867.33655;97.18901;6.1382117;1.4068313;1.7436787;0.4570621;1.9065043;1.0620211;0.0;0
181.29369;266.6991;16.944294;49.6806;5.919493;0.6389416;1.4363152;1.0201584;1.7698787;210.68503;836.6532;760.7062;34.079044;8.560181;0.2166595;0.6241715;0.7148339;1.8107285;0.94102067;0.0;0
996.0556;290.54547;191.72594;95.74916;4.507102;1.3216248;1.0173057;0.60784364;1.4264959;531.8127;357.04138;81.48545;80.9246;1.2578773;1.7981471;0.9572665;1.0169945;0.56237686;0.8848343;0.0;0
73.026955;344.63467;752.64966;8.411185;4.767551;0.07664621;1.2088419;1.2264875;0.13090582;671.09686;341.27905;764.8827;3.9349768;7.2925224;0.50876397;1.8063536;0.35000008;0.4015375;0.8279377;0.0;0
828.7379;608.7763;409.79614;79.07574;8.277318;0.12124131;1.7205948;0.025767831;0.4981357;437.56015;279.69888;136.57562;91.178665;4.80631;1.5262977;0.55006176;0.3457203;0.7571959;0.95805746;0.0;0
643.0995;587.7297;35.951397;27.98073;1.225581;1.5267205;1.0005261;1.634788;1.5737002;966.5014;413.41983;751.1081;63.72926;0.109528616;1.8849033;0.1040348;0.5830794;0.17646627;1.0017189;0.0;0
737.7296;263.15463;964.2777;80.686264;3.8386104;1.0494623;0.8384355;1.6908658;0.049092475;708.49445;577.70404;424.85944;90.33973;4.898987;0.59350187;0.67248625;0.025498632;1.6627072;0.7682388;0.0;0
714.6;214.36003;159.72058;84.78726;7.60406;1.1196287;0.5030243;1.5691751;1.0406986;165.75534;764.43854;687.9144;56.44412;8.45947;1.9505252;1.3311749;1.2961928;0.9362283;1.2119758;0.0;0
859.85016;828.0946;515.362;84.93736;6.5818152;0.5052393;0.27141616;0.613835;1.224735;378.42004;887.7503;69.92328;63.142536;9.578787;1.5508233;0.13577494;0.41050246;0.24906944;0.750812;0.0;0
191.95415;101.796104;255.83293;86.6829;4.3571157;1.0682492;0.5915916;1.26842;1.6417922;320.845;553.0736;122.87137;93.001724;4.6732697;1.4695761;0.40086976;1.7474837;0.9163945;0.77406216;0.0;0
10.816371;517.69464;740.0946;71.840935;2.2511687;1.0945613;0.8182657;0.7367781;1.6151671;302.54672;480.2392;115.51658;30.30267;4.5034084;0.22091171;0.8678227;0.7631277;1.1078147;1.0843344;0.0;0
602.5432;525.3553;778.95886;14.326174;9.464948;0.8334051;1.5308728;0.78465647;0.15562873;219.63481;380.9366;381.76108;34.508427;3.44324;0.932164;0.75648636;0.91508865;0.7293195;1.1440711;0.0;0
360.32004;578.39545;403.2482;5.285069;4.0851145;1.9292023;0.44268328;1.4211096;1.3625937;193.8614;599.3946;177.95905;85.1852;3.7920914;0.952137;1.8455825;1.8567423;0.63695776;0.9787565;0.0;0
132.54945;886.79364;661.8651;34.14245;8.779572;0.10803539;1.4072707;1.6886458;1.582698;871.45886;153.41861;17.82675;96.50505;4.7659125;1.7911751;1.064149;0.060367096;0.89052916;0.9111291;0.0;0
194.27736;627.6748;909.98285;49.55748;7.7805266;0.83570683;0.16727746;1.6636734;0.21982524;989.4409;472.2862;880.34607;66.808;0.80501425;0.98580796;1.777806;1.4177135;0.5077191;1.1074643;0.0;0
338.43182;973.8974;816.661;30.331827;8.616685;1.7163985;0.32519856;0.46986428;0.97597283;168.42902;513.7012;754.1328;43.064476;6.4833813;0.7775973;0.8062979;1.016576;0.7595548;1.1852694;0.0;0
79.53104;872.6395;420.74875;74.246475;0.17905073;0.42047685;0.65939385;1.3194772;1.302223;793.3445;632.9998;572.79126;11.199849;3.5743103;0.8545041;1.1699231;1.2767451;1.4143661;0.9071909;0.0;0
66.34407;222.59285;447.06128;72.2721;4.7791405;1.8706449;0.9449457;0.5414683;0.6913735;235.27254;77.83494;726.98254;60.772976;6.6095815;1.9277803;1.1337395;1.9404106;1.8077105;1.0573728;0.0;0
916.86597;248.77148;888.0095;97.19526;2.601744;0.8567267;0.37004754;1.260597;0.7473593;526.4531;435.3833;309.35074;82.43818;6.330073;1.2315493;0.3299513;0.26769528;0.1152296;1.1991732;0.0;0
318.98172;351.3264;44.02907;40.117252;2.7474732;0.32163197;0.23294157;0.7407376;0.21472576;205.16524;764.15155;708.5509;11.077049;8.863016;1.0011358;0.039529905;1.3536819;1.9405078;1.0817186;0.0;0
982.4084;397.59927;32.583458;78.59419;2.705705;0.19526818;1.1359926;1.5820178;1.5509875;278.39923;786.2008;524.8049;29.130388;2.8194296;1.530141;0.5450155;1.4117869;0.8505255;0.79087746;0.0;0
964.7233;557.46515;213.73738;74.145874;3.8992436;0.66086847;0.829856;1.8755618;0.48186678;416.58713;547.77545;97.950836;10.26422;9.356489;0.5689418;0.1125356;0.9119098;1.6901114;0.83009857;0.0;0
151.14557;240.1875;829.3454;98.876076;4.112939;1.8402506;0.83762574;0.5870624;0.8754941;707.99384;873.1701;667.97046;33.955322;6.5959053;1.7122893;1.4939033;0.36724415;1.3219025;1.1518149;0.0;0
717.7751;230.12173;161.68106;77.38416;6.344062;1.8788003;0.62281394;1.7389405;1.0375993;479.29147;757.21954;993.57697;57.76299;6.2208757;1.2500476;1.6924602;0.352395;1.6489847;0.9885784;0.0;0
604.7968;387.57605;292.42648;28.429096;3.0106418;1.1308963;0.7487826;1.482601;0.18362722;811.954;799.32135;263.48425;13.088475;5.5542746;0.5360014;0.6880376;0.84635854;0.3184242;0.8660656;0.0;0
693.7406;675.30286;632.778;1.6257126;2.7350438;0.24519873;0.37630844;1.1363862;0.8679517;105.62651;795.03906;14.504843;47.405193;2.0502865;0.2041156;0.35910192;1.353595;0.2597985;0.7917924;0.0;0
105.22909;691.2444;192.40038;96.8198;3.6124759;0.91861904;0.54846185;1.0546901;0.3132044;576.131;731.3107;753.21564;1.4563446;0.08186316;1.0099708;0.30751643;1.1043801;0.10365424;0.7886413;0.0;0
196.67448;976.3556;310.08517;71.6353;6.86828;0.8413418;1.0891231;0.6454178;0.47272095;115.63901;857.6752;286.04294;82.429634;5.5821815;1.5274314;1.0236015;0.21484876;0.44318697;1.0072031;0.0;0
85.87228;210.39128;472.2436;81.2794;0.011710045;0.46982527;1.0493608;0.41453728;0.71901053;126.62414;105.909256;411.1654;67.60591;9.14945;0.6615014;0.8908233;0.115860686;1.2940407;1.1178321;0.0;0
608.09283;398.93057;235.82819;79.34509;7.4718103;0.16130434;1.8127955;0.17593856;0.98456365;315.81454;508.71997;17.693735;64.93842;8.475217;1.9265012;1.8881036;0.74780023;1.0109317;0.95772606;0.0;0
986.72516;965.0307;992.48956;73.60253;3.396298;0.7693319;1.6667545;1.4277735;0.87406784;113.927;827.184;73.83989;84.790825;0.78210497;1.0761157;1.8160311;0.23309222;1.334358;0.94930756;0.0;0
675.2647;693.10864;171.81155;75.1723;5.7666354;0.74999166;0.024131844;0.45265803;0.15244317;777.7041;118.21314;711.8419;13.970689;3.1151133;1.702829;1.8986053;0.28877577;1.9453;0.75142807;0.0;0
713.65393;596.3557;851.43774;92.95287;7.6176076;1.4109195;0.4672302;0.99582165;0.70723516;512.318;163.64333;964.45764;96.77266;4.78459;0.25633365;1.3091602;1.3621874;0.33076084;0.9326376;0.0;0
984.7392;544.2496;475.39883;91.419716;5.113243;0.79451066;1.7765135;1.7807317;0.088049196;648.1102;407.59357;594.61993;4.785642;4.8888183;1.0953124;1.6990793;0.95612913;0.4512244;0.84356886;0.0;0
681.23145;84.75528;137.83244;37.984753;6.475041;0.036136176;0.6363589;1.3455017;0.50906605;65.70001;568.4168;843.91766;44.618813;1.859283;1.9562042;1.6163715;1.2997192;0.45714143;0.9487699;0.0;0
49.77976;894.44006;127.30129;3.193056;9.200208;0.04983719;0.96063423;0.34677723;0.17936878;232.55803;726.66736;213.7456;0.28868118;6.8270993;0.8747215;0.60307145;0.70123136;1.4512088;0.77203417;0.0;0
868.3356;629.2502;505.2931;3.964291;0.30836406;1.3781558;1.35322;1.4715631;0.34310123;528.05865;565.2191;76.939804;92.08951;4.8505073;1.5586703;1.2351903;0.19766104;0.07272091;1.028268;0.0;0
371.0315;575.95074;359.98495;44.719173;3.5017931;1.3249637;1.0912807;0.43751943;1.0099561;91.190765;224.46481;353.5735;47.79053;8.597072;1.4131528;1.0175699;0.1384828;0.6803277;1.0393431;0.0;0
14.319985;544.10535;242.25627;83.51446;9.269273;0.32910123;0.019687261;1.5620198;1.8553476;168.97922;849.41797;216.10258;27.418617;2.5163102;0.68822986;1.1432207;0.043365568;1.1025779;1.171806;0.0;0
512.16187;397.99506;959.34973;84.77636;8.375924;1.7337879;0.4210613;0.16464731;0.3975818;31.662691;272.332;620.4862;44.449203;9.09565;1.662131;0.8843897;1.7274882;0.036991194;0.8331721;0.0;0
937.64484;262.11804;468.74594;40.49852;6.1721115;1.3286192;0.20987494;0.29200122;1.4643049;912.37366;859.4435;956.7512;95.12283;8.253151;0.8908018;0.50631696;1.9293895;1.864741;1.0539769;0.0;0
264.7574;757.76874;929.5229;30.231;2.3007364;0.31656948;0.34361407;1.8690388;0.09696662;436.92654;500.12088;238.90742;23.103382;4.150475;0.7753282;1.5930231;0.30831814;1.9236053;1.1724526;0.0;0
496.59805;514.47186;172.35973;50.709484;3.312025;0.5823497;0.3032637;0.5677663;0.6783399;54.570236;50.07186;902.7751;34.587524;8.098007;1.3301952;0.31683525;1.8928195;1.644868;1.2081596;0.0;0
182.03912;43.600136;191.63141;83.271065;8.580984;1.947589;1.2493298;0.30976525;0.8087561;465.8869;484.75525;541.80005;1.1388799;6.350765;0.435441;0.5473687;0.5344503;0.94769686;0.8377021;0.0;0
